30   1   30   0  18
30   2   59  30  18
30   3   87  30  18
30   4  114  59  19
30   5  140  60  19
30   6  165  60  29
30   7  189  60  29
30   8  212  88  29
30   9  234  89  29
30  10  255  90  29
30  11  275  90  29
30  12  294  90  29
30  13  312  90  29
30  14  329  90  29
30  15  345  90  29
30  16  360 117  29
30  17  374 118  29
30  18  387 119  29
30  19  399 119  29
30  20  410 120  29
30  21  420 120  29
30  22  429 120  30
30  23  437 120  30
30  24  444 120  30
30  25  450 120  30
30  26  455 120  30
30  27  459 120  30
30  28  462 120  30
30  29  464 120  30
30  30  465 120  30
