100   1  100   0  28
100   2  199 100  94
100   3  297 100  94
100   4  394 199  94
100   5  490 200  94
100   6  585 200  94
100   7  679 200  94
100   8  772 298  94
100   9  864 299  94
100  10  955 300  94
100  11 1045 300  94
100  12 1134 300  94
100  13 1222 300  94
100  14 1309 300  94
100  15 1395 300  94
100  16 1480 397  94
100  17 1564 398  94
100  18 1647 399  94
100  19 1729 399  94
100  20 1810 400  94
100  21 1890 400  94
100  22 1969 400  94
100  23 2047 400  94
100  24 2124 400  94
100  25 2200 400  94
100  26 2275 400  94
100  27 2349 400  94
100  28 2422 400  94
100  29 2494 400  94
100  30 2565 400  94
100  31 2635 400  94
100  32 2704 496  94
100  33 2772 497  94
100  34 2839 498  94
100  35 2905 498  94
100  36 2970 499  94
100  37 3034 499  94
100  38 3097 499  94
100  39 3159 499  94
100  40 3220 500  94
100  41 3280 500  94
100  42 3339 500  94
100  43 3397 500  94
100  44 3454 500  94
100  45 3510 500  94
100  46 3565 500  94
100  47 3619 500  94
100  48 3672 500  94
100  49 3724 500  94
100  50 3775 500  94
100  51 3825 500  94
100  52 3874 500  94
100  53 3922 500  94
100  54 3969 500  94
100  55 4015 500  94
100  56 4060 500  94
100  57 4104 500  94
100  58 4147 500  94
100  59 4189 500  94
100  60 4230 500  94
100  61 4270 500  94
100  62 4309 500  94
100  63 4347 500  94
100  64 4384 595  94
100  65 4420 596  94
100  66 4455 597  94
100  67 4489 597  94
100  68 4522 598  94
100  69 4554 598  94
100  70 4585 598  94
100  71 4615 598  94
100  72 4644 599  99
100  73 4672 599  99
100  74 4699 599  99
100  75 4725 599  99
100  76 4750 599  99
100  77 4774 599  99
100  78 4797 599  99
100  79 4819 599  99
100  80 4840 600  99
100  81 4860 600  99
100  82 4879 600 100
100  83 4897 600 100
100  84 4914 600 100
100  85 4930 600 100
100  86 4945 600 100
100  87 4959 600 100
100  88 4972 600 100
100  89 4984 600 100
100  90 4995 600 100
100  91 5005 600 100
100  92 5014 600 100
100  93 5022 600 100
100  94 5029 600 100
100  95 5035 600 100
100  96 5040 600 100
100  97 5044 600 100
100  98 5047 600 100
100  99 5049 600 100
100 100 5050 600 100
