20   1   20   0  20
20   2   39  20  20
20   3   57  20  20
20   4   74  39  20
20   5   90  40  20
20   6  105  40  20
20   7  119  40  20
20   8  132  58  20
20   9  144  59  20
20  10  155  60  20
20  11  165  60  20
20  12  174  60  20
20  13  182  60  20
20  14  189  60  20
20  15  195  60  20
20  16  200  77  20
20  17  204  78  20
20  18  207  79  20
20  19  209  79  20
20  20  210  80  20
