80   1   80   0  80
80   2  159  80  80
80   3  237  80  80
80   4  314 159  80
80   5  390 160  80
80   6  465 160  80
80   7  539 160  80
80   8  612 238  80
80   9  684 239  80
80  10  755 240  80
80  11  825 240  80
80  12  894 240  80
80  13  962 240  80
80  14 1029 240  80
80  15 1095 240  80
80  16 1160 317  80
80  17 1224 318  80
80  18 1287 319  80
80  19 1349 319  80
80  20 1410 320  80
80  21 1470 320  80
80  22 1529 320  80
80  23 1587 320  80
80  24 1644 320  80
80  25 1700 320  80
80  26 1755 320  80
80  27 1809 320  80
80  28 1862 320  80
80  29 1914 320  80
80  30 1965 320  80
80  31 2015 320  80
80  32 2064 396  80
80  33 2112 397  80
80  34 2159 398  80
80  35 2205 398  80
80  36 2250 399  80
80  37 2294 399  80
80  38 2337 399  80
80  39 2379 399  80
80  40 2420 400  80
80  41 2460 400  80
80  42 2499 400  80
80  43 2537 400  80
80  44 2574 400  80
80  45 2610 400  80
80  46 2645 400  80
80  47 2679 400  80
80  48 2712 400  80
80  49 2744 400  80
80  50 2775 400  80
80  51 2805 400  80
80  52 2834 400  80
80  53 2862 400  80
80  54 2889 400  80
80  55 2915 400  80
80  56 2940 400  80
80  57 2964 400  80
80  58 2987 400  80
80  59 3009 400  80
80  60 3030 400  80
80  61 3050 400  80
80  62 3069 400  80
80  63 3087 400  80
80  64 3104 475  80
80  65 3120 476  80
80  66 3135 477  80
80  67 3149 477  80
80  68 3162 478  80
80  69 3174 478  80
80  70 3185 478  80
80  71 3195 478  80
80  72 3204 479  80
80  73 3212 479  80
80  74 3219 479  80
80  75 3225 479  80
80  76 3230 479  80
80  77 3234 479  80
80  78 3237 479  80
80  79 3239 479  80
80  80 3240 480  80
