70   1   70   0  58
70   2  139  70  58
70   3  207  70  58
70   4  274 139  58
70   5  340 140  58
70   6  405 140  58
70   7  469 140  58
70   8  532 208  58
70   9  594 209  58
70  10  655 210  58
70  11  715 210  58
70  12  774 210  66
70  13  832 210  66
70  14  889 210  66
70  15  945 210  66
70  16 1000 277  69
70  17 1054 278  69
70  18 1107 279  69
70  19 1159 279  69
70  20 1210 280  69
70  21 1260 280  69
70  22 1309 280  69
70  23 1357 280  69
70  24 1404 280  69
70  25 1450 280  69
70  26 1495 280  69
70  27 1539 280  69
70  28 1582 280  69
70  29 1624 280  69
70  30 1665 280  69
70  31 1705 280  69
70  32 1744 346  69
70  33 1782 347  69
70  34 1819 348  69
70  35 1855 348  69
70  36 1890 349  69
70  37 1924 349  69
70  38 1957 349  69
70  39 1989 349  69
70  40 2020 350  69
70  41 2050 350  69
70  42 2079 350  69
70  43 2107 350  69
70  44 2134 350  69
70  45 2160 350  69
70  46 2185 350  69
70  47 2209 350  69
70  48 2232 350  69
70  49 2254 350  69
70  50 2275 350  69
70  51 2295 350  69
70  52 2314 350  69
70  53 2332 350  69
70  54 2349 350  69
70  55 2365 350  69
70  56 2380 350  69
70  57 2394 350  69
70  58 2407 350  69
70  59 2419 350  69
70  60 2430 350  69
70  61 2440 350  69
70  62 2449 350  69
70  63 2457 350  69
70  64 2464 415  69
70  65 2470 416  69
70  66 2475 417  69
70  67 2479 417  69
70  68 2482 418  69
70  69 2484 418  70
70  70 2485 418  70
