50   1   50   0   7
50   2   99  50   7
50   3  147  50  25
50   4  194  99  25
50   5  240 100  25
50   6  285 100  25
50   7  329 100  25
50   8  372 148  25
50   9  414 149  25
50  10  455 150  25
50  11  495 150  25
50  12  534 150  37
50  13  572 150  37
50  14  609 150  43
50  15  645 150  43
50  16  680 197  43
50  17  714 198  43
50  18  747 199  49
50  19  779 199  50
50  20  810 200  50
50  21  840 200  50
50  22  869 200  50
50  23  897 200  50
50  24  924 200  50
50  25  950 200  50
50  26  975 200  50
50  27  999 200  50
50  28 1022 200  50
50  29 1044 200  50
50  30 1065 200  50
50  31 1085 200  50
50  32 1104 246  50
50  33 1122 247  50
50  34 1139 248  50
50  35 1155 248  50
50  36 1170 249  50
50  37 1184 249  50
50  38 1197 249  50
50  39 1209 249  50
50  40 1220 250  50
50  41 1230 250  50
50  42 1239 250  50
50  43 1247 250  50
50  44 1254 250  50
50  45 1260 250  50
50  46 1265 250  50
50  47 1269 250  50
50  48 1272 250  50
50  49 1274 250  50
50  50 1275 250  50
