10   1   10   0   3
10   2   19  10   5
10   3   27  10   5
10   4   34  19   5
10   5   40  20   5
10   6   45  20   9
10   7   49  20  10
10   8   52  28  10
10   9   54  29  10
10  10   55  30  10
